Year,Month,Day,SurfacePressure,MaxTemperature,MinTemperature,DewPoint,WetBulbTemp,RelHumidity,WindSpeed10,Precipitation,HEATWAVE
2007,12,15,98.98,23.01,6.48,-1.59,5.78,41.88,3.85,0,0
2007,12,16,99.16,22.6,5.61,-5.18,3.74,30.75,3.23,0,0
2007,12,17,99.18,22.48,4.37,-7.2,2.41,27.31,3.62,0,0
2007,12,18,99.06,23.3,5.06,-7.77,2.76,24,2.61,0,0
2007,12,19,99.02,24.14,8.44,-6.92,4.16,22.06,1.54,0,0
2007,12,20,99.02,24.56,8.43,-5.88,4.7,23.38,2.87,0,0
2007,12,21,99.07,25.58,7.01,-7.06,4.01,22.31,4.41,0,0
2007,12,22,98.84,26.79,8.43,-0.3,8.02,35.12,6.09,0,0
2007,12,23,98.74,27.07,8.65,0.3,8.57,36.06,4.06,0,0
2007,12,24,98.63,27.21,11.05,2.13,9.97,36.56,2.93,0,0
2007,12,25,98.66,25.67,10.07,1.81,9.16,39.81,3.32,0,0
2007,12,26,98.81,25.33,7.73,-3.35,5.89,31.88,3.45,0,0
2007,12,27,98.9,25.01,6.67,-8.32,3.04,21.12,3.55,0,0
2007,12,28,98.66,24.12,6.23,-9.35,2.05,20.69,4.23,0,0
2007,12,29,98.69,24.26,5.65,-8.21,2.58,22.38,3.42,0,0
2007,12,30,98.92,23.03,4.58,-11.6,0.33,18.69,3.97,0,0
2007,12,31,98.89,23.68,3.55,-11.29,0.69,19.19,3.5,0,0
2008,1,1,98.92,22.94,5.06,-13.48,-0.24,14.5,2.67,0,0
2008,1,2,99.11,21.91,6.1,-13.71,-0.93,15,2.79,0,0
2008,1,3,99.27,21.68,2.33,-12.6,-0.93,18,2.88,0,0
2008,1,4,99.25,22.04,4.06,-12.21,-0.25,17.44,2.94,0,0
2008,1,5,99.16,23.87,6.17,-11.02,1.58,16.81,2.21,0,0
2008,1,6,99.19,25.01,11.15,-4.56,6.12,23.31,1.94,0,0
2008,1,7,99.24,24.37,11.69,-0.36,8.48,31.5,1.59,0,0
2008,1,8,99.03,26.47,12.89,3.31,11.13,35.94,2.27,0.38,0
2008,1,9,98.8,25.47,14.69,6.9,13.15,45.56,1.3,1.16,0
2008,1,10,98.79,23.82,11.49,8.64,12.63,61,2.82,0.72,0
2008,1,11,99.04,21.99,8.69,2.17,8.16,48.19,3.62,0,0
2008,1,12,99.06,21.11,4.52,-5.53,3.19,31.69,4.24,0,0
2008,1,13,99.06,22.73,6.29,-6.99,2.9,26.44,4.48,0,0
2008,1,14,99.03,24.45,4.98,-5.41,4.09,29.56,4.27,0,0
2008,1,15,98.98,26.3,8.28,-3.5,6.46,27.62,4.67,0,0
2008,1,16,99.1,25.81,10.92,1.52,9.72,34.69,3.35,0,0
2008,1,17,98.89,26.6,13.29,6.15,12.35,46.88,2.9,0.05,0
2008,1,18,98.39,24.53,11.87,4.91,11.23,44.81,3.59,0.03,0
2008,1,19,98.53,22.86,7.51,-1.09,6.53,39.25,3.31,0,0
2008,1,20,98.8,21.72,4.88,-9.78,1.06,23.62,3.91,0,0
2008,1,21,98.82,20.73,2.28,-12.98,-1.38,20.12,3.67,0,0
2008,1,22,98.62,20.56,2.3,-13.2,-1.12,18.12,3.04,0,0
2008,1,23,98.6,20.65,5.73,-11.86,-0.2,18.44,3.62,0,0
2008,1,24,98.87,19.02,2.11,-12.48,-0.98,19.44,2.39,0,0
2008,1,25,98.7,19.62,5.23,-11.51,0.1,18.31,2.61,0,0
2008,1,26,98.73,20.81,5.58,-7.5,2.31,24.62,2.65,0,0
2008,1,27,98.94,19.53,4.1,-10,0.14,23,3.71,0,0
2008,1,28,98.82,18.32,2.58,-8.81,0.76,25.56,3.13,0,0
2008,1,29,98.51,20.05,5.91,-5.76,3.2,29.12,2.82,0,0
2008,1,30,98.44,21.31,6.65,-7.03,2.76,25.44,2.75,0,0
2008,1,31,98.74,20.95,4.08,-6.04,2.72,31.06,3.3,0,0
2008,2,1,98.72,22.07,3.37,-10.02,1.1,22.94,2.69,0,0
2008,2,2,98.62,22.23,3.73,-10.23,1.33,20.12,2.49,0.24,0
2008,2,3,98.48,20.77,7.98,-2.02,5.37,40.19,5.14,0.61,0
2008,2,4,98.49,22.26,4.14,1.3,7.01,54.12,2.88,0,0
2008,2,5,98.63,21.45,5.24,1.49,6.97,50.88,2.59,0,0
2008,2,6,98.65,21.84,6.12,-1.84,5.82,39.31,2.44,1.67,0
2008,2,7,98.58,22.61,6.22,-2.76,5.3,36.19,3.23,0.21,0
2008,2,8,98.87,19.66,4.64,-1.49,4.98,44.5,3.59,0,0
2008,2,9,98.9,20.41,4.08,-0.25,5.53,49.5,4.5,0,0
2008,2,10,98.78,22.25,3.97,-3.97,4.01,37.56,3.8,0,0
2008,2,11,98.91,23.14,4.07,-9.08,1.65,24.06,3.23,0,0
2008,2,12,99.06,23.53,3.62,-12.31,0,18.25,4.47,0,0
2008,2,13,98.97,24.73,3.25,-11.97,0.39,18.19,4.23,0,0
2008,2,14,98.96,26.69,3.75,-10.79,1.96,17.31,3.16,0,0
2008,2,15,99.03,28.36,9.09,-8.63,4.28,17.38,2.48,0,0
2008,2,16,98.83,29.33,8.59,-6.33,5.82,21.12,4.8,0,0
2008,2,17,98.63,30.05,9.91,-4.42,7.28,21.88,4.02,0,0
2008,2,18,98.64,29.3,10.47,-4.52,7.06,23.31,3.47,0,0
2008,2,19,98.74,28.54,9.68,-7.07,5.5,19.19,2.94,0,0
2008,2,20,98.88,29.13,10.32,-8.84,5.28,15.12,1.96,0,0
2008,2,21,98.9,30.18,10.87,-8.88,5.34,14.12,2.56,0,0
2008,2,22,98.62,30.75,10.01,-6.04,6.79,18.38,4.34,0,0
2008,2,23,98.55,29.28,11.89,-0.92,9.38,25.81,2.66,0,0
2008,2,24,98.65,28.44,11.33,-4.11,7.29,23.06,3.12,0,0
2008,2,25,98.68,28.37,9.65,-5.13,6.54,21.5,4.48,0,0
2008,2,26,98.68,28.78,9.96,-8.24,4.91,19.12,4.48,0,0
2008,2,27,98.82,31.77,9.22,-9.53,5.01,14.19,4.01,0,0
2008,2,28,98.77,32.81,10.76,-7.53,6.78,14.94,3.44,0,0
2008,2,29,98.47,34.7,12.71,-6.12,8.36,15.12,2.55,0,0
2008,3,1,98.27,35.59,15.11,-5.97,9.01,14.31,2.45,0,0
2008,3,2,98.31,35.12,15.23,-6.86,8.87,12.5,2.1,0,0
2008,3,3,98.43,33.58,15.53,-4.77,9.48,15.38,2.09,0,0
2008,3,4,98.32,34.09,14.63,-4.16,9.71,16.69,2.95,0,0
2008,3,5,98.36,35.26,14.85,-3.25,10.41,17.81,2.69,0,0
2008,3,6,98.48,36.54,15.7,-1.61,11.85,18.81,2.68,0,0
2008,3,7,98.52,35.9,14.94,-4.88,9.84,15.06,3.15,0,0
2008,3,8,98.49,34.2,14.19,-1.47,11.3,20.19,2.6,0,0
2008,3,9,98.56,34.15,17.61,0.17,12.82,20.12,3.23,0,0
2008,3,10,98.68,34.12,16.67,-1.06,11.95,19.06,3.83,0,0
2008,3,11,98.58,34.16,16.76,-0.34,12.15,21.25,4.44,0,0
2008,3,12,98.53,33.86,18.41,1.88,13.73,22.44,3.52,0,0
2008,3,13,98.51,32.57,20.29,6.41,16.2,30,1.49,0,0
2008,3,14,98.55,34.19,18.02,1.75,13.45,23.88,2.27,0.06,0
2008,3,15,98.34,34.75,16.06,-1.09,11.95,19.31,4.08,0,0
2008,3,16,98.26,36.75,15.93,-2.13,11.9,17.38,4.22,0,0
2008,3,17,98.09,38.1,17.38,-2.85,12.25,14.69,4.04,0,0
2008,3,18,97.85,38.8,18.2,-2.67,12.76,14.38,2.75,0,0
2008,3,19,97.81,37.65,19.96,-3.89,11.88,13.12,2.22,0,0
2008,3,20,97.96,36.72,17.63,-4.81,10.95,13.38,2.95,0,0
2008,3,21,98.06,36.37,16.24,-6.79,9.62,11.44,3.04,0,0
2008,3,22,98.08,37.37,16.73,-3.56,11.66,14.5,3.1,0,0
2008,3,23,98.15,37.66,18.23,-1.03,13.28,17,2.66,0,0
2008,3,24,98.19,36.55,20.41,-3.01,12.05,14.44,2.2,0,0
2008,3,25,98.16,37.37,17.45,-5.35,11.01,12.38,2.41,0,0
2008,3,26,98.21,37.3,19.9,-4.74,11.51,12,2.62,0,0
2008,3,27,98.03,38.23,19.02,-1.56,13.32,15.19,3.66,0,0
2008,3,28,97.91,37.76,18.98,0.52,14.44,17.75,3.41,0,0
2008,3,29,98.05,37.4,20.53,0.59,14.72,16.88,1.76,0,0
2008,3,30,98.02,38.2,21.6,-0.11,14.58,15.88,2.4,0,0
2008,3,31,97.87,38.44,19.76,1.24,14.94,18.62,3.27,1.6,0
2008,4,1,98.09,35.37,19.42,4.79,15.9,26.5,2.55,0.5,0
2008,4,2,98.16,35.91,18.56,5.9,16.85,26.25,2.06,0,0
2008,4,3,98.19,34.12,20.79,11.74,19.23,42.69,3.3,3.3,0
2008,4,4,98.16,30.89,18.07,14.86,19.44,59.81,2.76,13.42,0
2008,4,5,98.61,25.05,17.5,16,18.6,73.81,3.33,11.58,0
2008,4,6,98.89,32.24,14.94,11.02,17.21,53.69,2.3,0,0
2008,4,7,98.72,32.86,15.12,8.48,16.19,41.06,2.99,0,0
2008,4,8,98.45,35.25,17.74,10.66,18.44,41.31,4.23,0,0
2008,4,9,98.34,36.1,18.75,10.87,18.94,40,3.95,0,0
2008,4,10,98.25,37.33,19.2,10.26,19.06,36.5,5.26,0,0
2008,4,11,97.93,37.93,20.55,11.23,20.1,36.94,4.09,0,0
2008,4,12,97.84,38.77,22.9,10.87,21.03,32.19,1.6,0.09,0
2008,4,13,97.8,38.73,23.58,10.73,20.75,31.5,2.53,0.19,0
2008,4,14,97.75,38.9,20.23,8.23,19.05,29.31,1.89,0,0
2008,4,15,97.75,38.83,23.57,8.6,19.61,27.56,2.92,0,0
2008,4,16,97.89,37.79,22.57,8.3,19.14,27.75,3.97,0,0
2008,4,17,98.05,36.06,20.23,4.96,16.26,26.69,4.35,0.03,0
2008,4,18,97.96,37.89,18.01,1.05,14.36,20.69,3.84,0,0
2008,4,19,97.96,39.17,19.23,1.76,15.44,19.62,3.57,0,0
2008,4,20,97.96,40.39,19.67,1.64,15.86,18.5,3.9,0,0
2008,4,21,97.82,41.17,21.19,2.53,16.83,18.31,3.62,0,0
2008,4,22,97.92,41.71,22.05,3.33,17.7,17.75,3.15,0,0
2008,4,23,98.07,41.54,23.23,0.81,16.62,14.81,3.73,0,0
2008,4,24,98.02,41.87,22.58,0.65,16.55,14.62,3.12,0,0
2008,4,25,97.99,42.19,23.59,1.98,17.53,15.06,2.6,0,0
2008,4,26,97.89,42.87,24.19,1.26,17.37,13.75,3.76,0,0
2008,4,27,97.51,42.15,24.5,-0.5,16.18,13.06,3.84,0,0
2008,4,28,97.42,42.85,23.4,-2.25,15.41,11.44,3.41,0,0
2008,4,29,97.49,43.73,25.36,-3.1,15.53,9.81,2.54,0,0
2008,4,30,97.63,44.01,26.44,-2.31,16.22,9.75,1.87,0,0
2008,5,1,97.47,43.3,25.83,0.4,17.44,12.25,3.6,0,0
2008,5,2,97.23,42.84,26.49,2.59,18.49,14.56,3.78,0,0
2008,5,3,97.13,44.69,26.27,1.87,18.58,13.06,5.51,0,0
2008,5,4,97.32,44.33,26.96,4.84,20.3,15.5,5.78,0,0
2008,5,5,97.39,43.25,27.69,7.87,21.92,18.75,3.05,0.68,0
2008,5,6,97.46,41.51,27.38,7.13,20.88,19.44,2.56,1.12,0
2008,5,7,97.65,40.34,26.61,9.66,21.9,23,2.13,0,0
2008,5,8,97.73,42.12,28.38,8.34,21.66,20.75,3.27,0.06,0
2008,5,9,97.77,38.4,25.49,11.71,21.79,32.06,4.38,0.46,0
2008,5,10,97.72,39.69,25.61,12.02,22.27,30.31,4.02,0.67,0
2008,5,11,97.68,40.72,26.66,11.87,22.62,29.38,4.06,0.01,0
2008,5,12,97.59,42.19,26.69,6.84,20.66,19.12,3.35,0,0
2008,5,13,97.68,42.33,26.04,10.83,22.71,25.56,3.12,0.31,0
2008,5,14,97.65,42.59,28.04,12.86,24.15,27.19,3.86,0.62,0
2008,5,15,97.62,39.7,27.8,15.19,24.34,34.56,3.03,6.94,0
2008,5,16,97.53,42.53,27.51,13.18,24.02,29.88,3.93,0.03,0
2008,5,17,97.25,43.94,27.73,11.84,23.88,25.69,5.22,0.36,0
2008,5,18,97.02,39.9,27.43,16.02,24.98,35.75,4.46,6.11,0
2008,5,19,97.4,37.19,27.75,20.05,26.27,49.12,2.96,8.78,0
2008,5,20,97.45,37.25,25.66,20.76,26.2,54.62,3.51,17.85,0
2008,5,21,97.57,31.83,25.23,22.4,25.47,70.5,2.77,24.95,0
2008,5,22,97.59,35.14,23.7,21.71,25.51,65.31,3.27,18.69,0
2008,5,23,97.7,34.98,24.24,21.1,25.26,62.62,2.89,5.26,0
2008,5,24,97.63,37.47,25.33,19.69,25.44,52.94,2.88,0.1,0
2008,5,25,97.6,37.69,25.19,18.73,25.13,49.5,2.27,0.52,0
2008,5,26,97.75,37.12,25.19,17.84,24.42,47.69,2.77,8.42,0
2008,5,27,97.74,37.33,24.05,17.19,23.62,48.38,3.07,16.05,0
2008,5,28,97.47,38.38,24.21,16.15,23.66,43.19,2.34,0,0
2008,5,29,97.41,39.43,26.94,16.89,24.84,40.38,1.8,0.1,0
2008,5,30,97.53,39.68,27.08,16.14,24.78,37.88,2.17,0,0
2008,5,31,97.37,41.86,26.22,17.81,26.37,39.5,2.75,0.19,0
2008,6,1,97.57,32.98,25.58,20.32,24.84,59.44,3.95,0.21,0
2008,6,2,97.58,38.53,26.16,18.8,25.32,48.44,2.87,0.07,0
2008,6,3,97.69,37.14,26.15,20.14,26.36,49.56,1.45,0.06,0
2008,6,4,97.67,38.56,28.58,20.45,27.24,46.75,2.4,1.84,0
2008,6,5,97.28,41.79,29.13,19.48,27.39,41.44,4.9,0.18,0
2008,6,6,97.06,40.74,29.65,19.8,27.3,42.94,4.7,1.1,0
2008,6,7,97.18,38.84,29.57,22.05,27.85,51.75,3.51,2.6,0
2008,6,8,97.38,37.4,28.69,21.96,27.19,55.44,3.43,1.79,0
2008,6,9,97.46,38.62,26.73,21.83,27.33,54.75,2.55,0.33,0
2008,6,10,97.43,38.02,28.16,22.25,27.75,54,3.23,0.2,0
2008,6,11,97.32,38.13,29,22.3,28.09,52,2.81,0.08,0
2008,6,12,97.16,38.4,29.89,22.23,28.17,51.25,2.95,2.3,0
2008,6,13,97.01,37.15,29.2,22.83,27.92,56.25,3.65,3.17,0
2008,6,14,96.77,40.1,28.68,22.01,28,51.75,5.21,1.13,0
2008,6,15,96.75,37.12,29.14,24.35,28.55,63.06,2.16,34.15,0
2008,6,16,96.97,31.8,27.25,24.41,27.02,74.12,2.36,11.4,0
2008,6,17,96.89,34.7,26.58,23.29,26.83,67.75,2.8,5.72,0
2008,6,18,96.9,36.62,26.98,23.99,27.98,64.88,1.95,2.56,0
2008,6,19,97.07,34.59,28.06,24.75,27.78,70.94,2.22,9.94,0
2008,6,20,97.26,35.83,27.28,24.36,27.96,67.38,2.89,4.53,0
2008,6,21,97.32,36.33,27.74,24.55,28.31,66.06,2.95,3.48,0
2008,6,22,97.29,37.85,28.2,23.46,28.14,60.25,2.4,1.97,0
2008,6,23,97.24,38.62,29.35,22.11,27.94,52.5,1.89,0.82,0
2008,6,24,97.15,40.12,28.86,22.22,28.25,52,3.23,5.39,0
2008,6,25,97.26,39.44,29.11,23.26,28.85,54.62,1.55,3.56,0
2008,6,26,97.24,39.56,29.95,23.9,29.27,55.69,2.32,2.72,0
2008,6,27,97.18,31.53,27.01,25.26,27.31,78.75,2.43,3.71,0
2008,6,28,97.17,37.05,26.19,23.11,27.12,65.25,3.61,4.19,0
2008,6,29,97.19,36.64,26.3,22.73,26.87,63.69,3.46,2.67,0
2008,6,30,97.13,37.45,25.91,22.65,27.3,60.44,2.66,0.31,0
2008,7,1,97.28,36.45,26.94,22.86,27.27,61.19,2.82,0.13,0
2008,7,2,97.25,39.74,26.5,22.37,27.94,55.19,2.09,0.19,0
2008,7,3,97.05,40.89,28.61,23.05,28.95,52.56,3.33,0.63,0
2008,7,4,97.01,41.17,29.54,22.58,28.76,51.12,3.92,0.6,0
2008,7,5,97.09,38.96,29.17,22.27,28.02,52.69,3.74,4.02,0
2008,7,6,97.15,35.84,28.19,23.54,27.54,63.88,2.57,7.46,0
2008,7,7,97.16,32.96,27.02,24.69,27.31,74.12,2.54,17.83,0
2008,7,8,97.17,32.89,26.61,24.8,27.23,76.19,2.38,14.21,0
2008,7,9,97.36,32.37,26.65,24.9,27.26,76.5,2.86,8.63,0
2008,7,10,97.41,35.68,26.37,24.05,27.59,68,3.12,0.17,0
2008,7,11,97.13,35.69,26.87,24.17,27.78,67.25,2.8,0.45,0
2008,7,12,96.94,35.27,27.63,24.38,27.86,68.06,1.98,9.79,0
2008,7,13,97.24,34.09,26.41,24.24,27.07,73.31,3.17,24.83,0
2008,7,14,97.4,34.05,25.87,25.12,27.6,75.81,3.33,13.17,0
2008,7,15,97.32,34.59,26.35,24.16,27.03,72.62,2.66,2.3,0
2008,7,16,97.13,36.83,26.69,23.84,27.68,65.62,3.73,1.3,0
2008,7,17,97.06,37.7,26.63,23.33,27.86,61.12,3.84,1.24,0
2008,7,18,97.16,36.95,27.23,22.56,27.34,58.62,3.03,1.08,0
2008,7,19,97.21,37.78,27.44,23.21,27.9,60.06,2.96,1.89,0
2008,7,20,97.35,34.3,27,24.92,27.66,73.75,2.27,3.48,0
2008,7,21,97.39,35.68,26.4,24.26,27.63,69.31,1.88,1.19,0
2008,7,22,97.19,37.01,27.11,23.8,27.95,63.56,3.3,0.45,0
2008,7,23,97.21,36.49,27.58,23.41,27.48,63.12,3.48,5.27,0
2008,7,24,97.08,39.41,27.6,22.23,27.91,54.31,3.21,0.12,0
2008,7,25,96.99,39.08,28.21,22.28,27.99,53.44,2.9,1.59,0
2008,7,26,97.09,36.66,28.19,23.53,27.78,62.62,2.71,3,0
2008,7,27,97.27,33.72,26.87,24.66,27.25,74.94,3.27,10.31,0
2008,7,28,97.29,33.78,26.48,24.63,27.37,73.94,2.93,1.15,0
2008,7,29,97.21,35.63,26.73,23.97,27.41,68.5,2.63,0.52,0
2008,7,30,97.22,35.39,26.37,24.68,27.37,74.5,3.95,0.9,0
2008,7,31,97.42,30.95,25.79,23.35,25.54,78.31,3.3,10.12,0
2008,8,1,97.51,31.08,26.19,24.7,26.47,82.31,2.93,6.05,0
2008,8,2,97.49,32.44,26.37,25.08,27.05,80.25,3.58,1.75,0
2008,8,3,97.44,35.01,25.77,24.74,27.37,75.31,3.22,1.23,0
2008,8,4,97.51,30.4,26.23,25.63,26.87,86.69,2.64,46.1,0
2008,8,5,97.49,32.15,25.14,25.3,26.87,83.88,2.24,20.62,0
2008,8,6,97.23,30.87,25.33,25.31,26.65,86,1.7,13.16,0
2008,8,7,97.02,30.8,25.35,25.4,26.63,87,3.23,16.3,0
2008,8,8,97.07,29.39,25.6,25.46,26.48,88.88,1.9,15.38,0
2008,8,9,97.08,30.08,25.45,25.06,26.46,85.12,0.98,6.48,0
2008,8,10,97,33.21,25.93,25.39,27.33,80.31,2.02,0.78,0
2008,8,11,96.98,33,26.22,25.58,27.3,82.88,3.84,1.02,0
2008,8,12,97.04,29.11,25.58,25.25,26.18,89.75,5.34,1.25,0
2008,8,13,97.12,30.58,25.46,25.64,26.55,90.12,3.56,9.72,0
2008,8,14,97.04,28.58,25.9,26.11,26.68,93.5,2.14,26.9,0
2008,8,15,97.02,29.58,25.33,25.37,26.19,91.06,3.03,5.31,0
2008,8,16,97.22,30.57,24.7,25.28,26.37,88.5,2.16,3.58,0
2008,8,17,97.45,31.65,24.83,25.02,26.61,83.62,2.06,10.65,0
2008,8,18,97.48,33.89,24.76,24.4,26.64,78.06,3.24,2.32,0
2008,8,19,97.58,33.9,23.2,23.2,25.87,74.25,3.65,0.09,0
2008,8,20,97.71,33.6,23.27,23.17,26.08,72.06,2.94,0.16,0
2008,8,21,97.72,30.35,24.49,23.7,25.64,80.06,2.18,0.63,0
2008,8,22,97.68,31.54,24.63,23.92,26.12,77.94,1.45,0.28,0
2008,8,23,97.73,32.18,25.16,24.6,26.65,79.25,1.41,0.2,0
2008,8,24,97.77,33.05,26.01,24.76,27.08,76.81,1.37,0.03,0
2008,8,25,97.74,34.26,26.76,24.74,27.59,72.38,1.23,0.16,0
2008,8,26,97.66,34.96,27.05,24.63,27.81,70,1.05,0.62,0
2008,8,27,97.53,36.19,26.08,24.02,27.58,68.06,1.62,0.59,0
2008,8,28,97.49,36.08,25.58,23.64,27.05,68.56,4.16,0.02,0
2008,8,29,97.49,35.92,25.31,23.34,26.92,67.38,3.72,0,0
2008,8,30,97.64,34.1,25.15,23.12,26.53,68.06,3.12,25.2,0
2008,8,31,97.91,33.87,24.7,23.61,26.44,73.25,2.16,1.21,0
2008,9,1,97.94,34.85,24.71,23.35,26.37,72.12,2.2,0.09,0
2008,9,2,97.93,35.1,23.9,23.39,26.29,73.31,2.45,0,0
2008,9,3,97.76,36.52,25.3,22.9,26.69,66.81,2.2,0.01,0
2008,9,4,97.71,37.25,26.02,22.42,26.98,60.81,2.12,0.2,0
2008,9,5,97.62,37.37,26.51,21.83,26.74,58.5,1.98,4.11,0
2008,9,6,97.83,33.44,24.42,22.87,25.89,71.44,2.16,4.25,0
2008,9,7,97.99,31.89,24.98,23.05,25.55,75.81,1.42,12.56,0
2008,9,8,97.97,33.22,23.14,22.55,25.31,73.62,1.38,5.37,0
2008,9,9,97.93,34.02,22.71,21.01,24.72,66.69,1.77,0.22,0
2008,9,10,97.87,34.2,24.41,20.58,24.65,63.44,1.64,0.03,0
2008,9,11,97.86,33.94,23.55,23.14,25.83,74.25,2.35,1.44,0
2008,9,12,97.83,33.43,24.12,23.49,25.91,77.12,2.7,1.26,0
2008,9,13,97.83,33.37,23.83,23.74,26.05,77.81,2.46,0.68,0
2008,9,14,97.86,33.59,24.15,23.72,26.02,78.06,2.45,0.55,0
2008,9,15,97.8,33.5,23.71,23.23,25.77,76.12,1.82,14.17,0
2008,9,16,97.63,34.48,23.55,23.1,25.98,73.56,1.97,0.53,0
2008,9,17,97.73,31.83,24.62,23.84,25.81,80.25,1.52,30.77,0
2008,9,18,97.85,27.79,23.77,23.75,24.69,89.62,2.63,24.66,0
2008,9,19,97.65,28.43,22.93,23.2,24.04,90.69,4.2,27.94,0
2008,9,20,97.69,29.97,22.26,22.56,24.12,83.75,1.98,8.4,0
2008,9,21,97.88,29.69,20.5,20.98,22.82,81.19,2.77,0.71,0
2008,9,22,97.9,31.56,20.52,21.04,23.35,77.31,2.72,0.02,0
2008,9,23,98.03,31.48,20.7,21.22,23.49,77.62,2.62,0,0
2008,9,24,98.05,31.61,19.66,20.1,22.76,74.5,2.72,0,0
2008,9,25,97.97,32.34,20.46,20,22.91,72.38,2.74,0,0
2008,9,26,97.82,34.14,20.19,18.51,22.44,65,3.47,0,0
2008,9,27,97.82,34.08,20.26,19.29,23.04,65.62,2.84,0,0
2008,9,28,97.9,33.84,20.65,20.32,23.86,67,3.09,0,0
2008,9,29,97.96,33.73,21.56,21.14,24.48,68.75,2.61,0,0
2008,9,30,98.1,34.15,22.93,22.23,25.12,73.25,1.8,0.11,0
2008,10,1,98.14,33.98,22.3,22.6,25.26,75.25,1.84,0,0
2008,10,2,98.15,33.51,22.71,22.73,25.22,76.5,1.8,0,0
2008,10,3,98.27,34.2,22.81,21.96,24.96,72.5,2.04,0.27,0
2008,10,4,98.14,35.11,22.54,21.08,24.67,68.44,1.84,0.07,0
2008,10,5,98.02,36.3,22.48,20.51,24.53,66.31,1.91,0.28,0
2008,10,6,98.06,35.8,22.1,20.34,24.29,66.81,2.12,0.1,0
2008,10,7,98.07,35.53,21.71,18.76,23.62,60.44,2.18,0.44,0
2008,10,8,98.07,35.57,20.66,16.65,22.35,53.06,2.4,0.02,0
2008,10,9,98.34,34.72,21.66,17.3,22.39,56.88,1.48,0,0
2008,10,10,98.58,34.57,21.43,18.84,22.95,64.19,2.08,0,0
2008,10,11,98.66,34.73,21.82,18.61,22.84,63.44,1.92,0,0
2008,10,12,98.53,35.48,20.23,17.41,22.06,61.62,2.45,0,0
2008,10,13,98.33,35.39,20.94,17.35,22,61.88,2.41,0,0
2008,10,14,98.42,34.14,19.74,19.36,22.65,71.88,2.96,0.05,0
2008,10,15,98.6,32.72,20.55,20.66,23.23,76.56,3.27,0.06,0
2008,10,16,98.74,31.78,19.86,18.37,21.82,69.25,2.23,0.2,0
2008,10,17,98.59,32.88,18.97,14.4,19.59,55.12,2.47,0,0
2008,10,18,98.63,32.26,18.14,12.08,17.88,51.5,2.3,0,0
2008,10,19,98.62,32.65,18.39,10.98,17.59,46.69,1.88,0,0
2008,10,20,98.46,32.23,17.45,10.48,17.32,44.75,1.66,0,0
2008,10,21,98.47,32.9,16.98,11.59,17.83,48.56,1.84,0,0
2008,10,22,98.48,32.98,18.1,13.12,18.77,52.62,2.36,0,0
2008,10,23,98.51,32.46,18.85,14.34,19.39,56.56,1.91,0,0
2008,10,24,98.48,32.55,17.79,14.6,19.16,61.31,2.11,0,0
2008,10,25,98.44,31.83,16.74,14.72,18.92,63.38,2.38,0,0
2008,10,26,98.33,32.57,16.65,14.39,18.86,62.06,2.16,0,0
2008,10,27,98.15,31.48,17.36,11.69,17.3,52.81,3.23,0,0
2008,10,28,98.28,32.06,16.31,10.23,16.41,49,2.42,0,0
2008,10,29,98.44,33.19,15.65,12.05,17.8,53.75,2.1,0,0
2008,10,30,98.57,32.8,17.94,11.28,17.74,47.44,2.67,0,0
2008,10,31,98.59,32.37,16.53,9.89,16.41,46.88,3.98,0,0
2008,11,1,98.47,32.13,15.71,8.73,16.01,42.06,3.27,0,0
2008,11,2,98.41,33.33,15.56,9.03,16.43,41.69,2.82,0,0
2008,11,3,98.47,33.34,17.34,8.39,16.62,37.94,1.78,0,0
2008,11,4,98.41,32.18,16.38,7.52,15.73,37.38,2.14,0,0
2008,11,5,98.4,31.92,16.29,5.83,13.92,38.69,2.26,0,0
2008,11,6,98.52,30.8,15.28,7.94,14.37,47.62,2.05,0,0
2008,11,7,98.71,30.47,13.88,10.24,15.5,56.06,2.12,0,0
2008,11,8,98.75,29.87,15.45,11.76,16.42,60.12,1.87,0,0
2008,11,9,98.7,30.96,16.22,11.16,16.47,54.88,2.02,0,0
2008,11,10,98.71,30.38,16.22,11.06,16.73,52.25,1.62,0,0
2008,11,11,98.59,30.79,15.63,11.29,16.51,55,1.85,0,0
2008,11,12,98.48,28.51,15.62,11.41,15.88,59.56,2.03,0,0
2008,11,13,98.44,28.66,13.68,10.77,15.37,60.06,3.12,0,0
2008,11,14,98.55,27.01,12.96,12.11,15.67,67.44,2.66,0,0
2008,11,15,98.58,28.27,13.3,10.8,15.58,57.81,2.06,0,0
2008,11,16,98.6,29.31,15.21,10.22,15.7,52.06,1.79,0,0
2008,11,17,98.52,29.53,15.56,9.42,15.55,48.19,1.67,0,0
2008,11,18,98.57,29.75,15.15,8.44,15.17,44.56,1.74,0,0
2008,11,19,98.71,28.35,14.03,10.98,15.9,55.19,2.68,0.52,0
2008,11,20,98.89,27.26,15.44,13.87,17.05,69.69,2.3,3.35,0
2008,11,21,99.09,25.73,11.3,6.49,11.87,53,3.46,0.03,0
2008,11,22,99.02,26.1,8.87,2.34,9.16,44.19,3.76,0,0
2008,11,23,99.05,26.59,8.6,0.3,8.23,37.5,3.14,0,0
2008,11,24,98.86,27.7,9.51,0.28,8.96,33.69,3.34,0,0
2008,11,25,98.9,27.11,12.16,2.03,9.72,38.69,2.22,0,0
