Year,Month,Day,SurfacePressure,MaxTemperature,MinTemperature,DewPoint,WetBulbTemp,RelHumidity,WindSpeed10,Precipitation,HEATWAVE
1990,1,1,98.91,22.18,4.4,-2.97,4.54,38.5,3.43,0,0
1990,1,2,98.99,21.76,5.84,-3.17,4.56,36.75,2.73,0,0
1990,1,3,99.12,23,5.98,-5.08,4.33,30,1.64,0,0
1990,1,4,99.24,24.48,8.53,-4.67,4.93,28.06,2.41,0,0
1990,1,5,99.31,24.09,6.8,-0.77,6.74,37.75,3.85,0,0
1990,1,6,99.25,24.01,7.95,1.24,7.85,43.81,3.09,0,0
1990,1,7,99.31,23.94,7.18,3.65,9.04,52.56,3.03,0,0
1990,1,8,99.32,22,6.33,1.3,7.17,48.25,3.9,0,0
1990,1,9,99.17,22.69,5.14,-0.41,6.15,45,4.39,0,0
1990,1,10,98.96,25.23,7.1,0.12,7.44,39.94,5.12,0,0
1990,1,11,98.9,26.42,8.97,2.08,9.25,41.12,5.23,0,0
1990,1,12,98.87,28.08,9.94,3.77,10.82,42.38,3.93,0,0
1990,1,13,98.63,28.22,11.19,3.01,10.73,38.94,2.75,0,0
1990,1,14,98.57,27.34,11.31,1.98,9.65,39.12,3.37,0,0
1990,1,15,98.79,25.65,7.11,-4.41,5.23,30.5,4.04,0,0
1990,1,16,98.88,26.62,7.34,-7.13,4.35,22.06,3.52,0,0
1990,1,17,98.73,28.62,9.72,-2.94,7.48,26.12,3.71,0,0
1990,1,18,98.81,29.55,10.69,2.24,10.46,36.38,3.95,0,0
1990,1,19,98.85,28.21,11.19,5.74,12.33,46.06,6.01,0,0
1990,1,20,98.7,29.32,12.91,3.19,11.55,35.69,6.72,0,0
1990,1,21,98.7,28.3,13.74,5.85,12.97,40.94,3.98,0,0
1990,1,22,98.79,29.2,12.3,4.72,12.26,40.31,3.39,0,0
1990,1,23,98.96,28.04,9.92,1.32,9.65,36.69,3.91,0,0
1990,1,24,98.89,27.67,9.77,0.31,8.84,34.88,4.27,0,0
1990,1,25,98.9,29.84,9.54,-1.99,8.19,28.25,3.84,0,0
1990,1,26,98.75,31.1,12.65,-3.01,8.69,23.31,2.27,0,0
1990,1,27,98.43,31.61,12.48,-3.8,8.68,19.06,4.43,0,0
1990,1,28,98.62,27.62,8.78,-13.85,1.51,11.25,3.23,0,0
1990,1,29,98.9,23.99,8.89,-10.22,2.48,17.69,3.77,0,0
1990,1,30,99,24.9,8.82,-6.24,4.78,21.94,3.96,0,0
1990,1,31,98.8,27.31,10.51,-4.57,6.37,23.38,2.49,0,0
1990,2,1,98.72,27.18,10.89,-1.97,7.67,29.25,2.23,0,0
1990,2,2,98.9,24.05,7.16,-4.83,4.83,28.69,4.02,0,0
1990,2,3,99.09,25.13,5.82,-7.85,3.53,21.94,3.3,0,0
1990,2,4,98.89,27.05,8.2,-6.95,4.89,20.88,3.93,0,0
1990,2,5,98.71,28.91,10.26,-2.02,8.24,26.56,4.05,0,0
1990,2,6,98.98,28.61,13.8,-0.29,10.02,26.44,1.8,0,0
1990,2,7,99.09,24.65,14.69,0.15,9.43,29.38,3.34,0,0
1990,2,8,98.88,29,13.9,2.35,11.32,31.62,3.83,0.26,0
1990,2,9,98.79,30,12.34,3.03,11.82,33.69,3.09,0,0
1990,2,10,99.01,28.48,14.79,4.83,12.62,38.5,2.65,0.46,0
1990,2,11,99.24,27.94,11.99,8.15,13.8,51.19,2.16,0.12,0
1990,2,12,99.04,27.62,15.33,5.84,12.8,43.62,3.16,0.15,0
1990,2,13,98.71,21.18,13.53,12.44,14.77,75,2.16,15.45,0
1990,2,14,98.76,23.44,10.9,9.28,12.76,67.56,2.57,2.85,0
1990,2,15,98.77,24.04,7.65,1.98,8.42,46.44,3.27,0,0
1990,2,16,98.64,24.83,6.63,0.99,7.9,43.81,3.3,0.01,0
1990,2,17,98.33,25.82,8.05,0.36,8.23,37,3.93,0,0
1990,2,18,98.38,17.29,10.26,7.5,10.76,66.5,5.11,17.07,0
1990,2,19,98.69,21.98,7.33,9.26,11.95,73.25,2.71,12.85,0
1990,2,20,98.64,23.01,12.58,8.08,12.66,57.75,2.17,0.1,0
1990,2,21,98.54,26.14,9.03,4.83,10.72,49.94,3.73,0,0
1990,2,22,98.36,26.6,8.92,4.11,10.74,45.19,3.38,0,0
1990,2,23,98.27,24.73,12.81,6.81,12.33,50.44,2.56,0,0
1990,2,24,98.35,24.72,12.83,9.14,13.14,62.38,5.96,0.17,0
1990,2,25,98.24,25.65,11.4,9.41,13.59,61.44,3.55,2.43,0
1990,2,26,98.24,25.09,11.76,9.65,13.84,61.5,2.16,0.12,0
1990,2,27,98.23,20.88,12.98,11.53,13.76,76.19,1.91,7.95,0
1990,2,28,98.41,21.69,12.06,12.29,14.13,80.69,2.14,30.38,0
1990,3,1,98.75,23.26,10.18,8.1,11.94,64.88,3.01,0.35,0
1990,3,2,98.5,23.14,6.52,3.08,8.63,51.25,3.77,0,0
1990,3,3,98.4,25.58,7.54,1.23,8.73,40.69,3.34,0,0
1990,3,4,98.48,26.83,10.52,0.32,8.92,34.19,2.27,0,0
1990,3,5,98.58,26.72,10.01,1.05,9.06,37.56,2.29,0,0
1990,3,6,98.77,26.58,8.01,2.13,9.44,41.94,3.2,0,0
1990,3,7,98.88,28.71,9.19,3.14,10.73,41.44,3.32,0,0
1990,3,8,98.75,30.44,10.93,2.69,11.55,34.25,2.57,0,0
1990,3,9,98.67,31.8,13.76,2.41,12.53,28.88,1.54,0,0
1990,3,10,98.63,32.76,12.17,3.98,12.71,36.25,2.99,0,0
1990,3,11,98.71,30.36,13.05,6.33,13.31,44.31,4.46,0,0
1990,3,12,98.7,28.98,10.82,7.61,13.47,52.31,2.29,0.18,0
1990,3,13,98.6,30.49,11.26,4.66,12.61,40.19,3.2,0,0
1990,3,14,98.62,31.9,14.89,2.37,12.47,29.25,1.5,0.06,0
1990,3,15,98.71,33.63,13.12,4.6,13.57,35,3.24,0,0
1990,3,16,98.68,33.89,13.41,6.69,14.87,39.12,3.11,0,0
1990,3,17,98.79,34.7,15.04,7.75,15.87,39.12,4.49,0,0
1990,3,18,98.74,35.26,14.26,8.2,16.23,40.25,3.72,0,0
1990,3,19,98.49,35.23,15.16,8.14,16.33,39.81,2.99,0.05,0
1990,3,20,98.22,36.06,15.31,6.76,16.37,34.62,2.15,0.05,0
1990,3,21,98.01,33.19,18.48,9.74,17.55,39.88,2.14,0.06,0
1990,3,22,97.9,32.62,15.29,6.4,15.11,34.81,4.03,0.79,0
1990,3,23,98,28.82,13.81,-0.09,9.83,34.06,3.38,0,0
1990,3,24,98.33,28.69,10.38,-1.47,8.69,30.69,2.89,0.03,0
1990,3,25,98.42,30.05,9.73,-1.47,9.12,28.12,2.84,0,0
1990,3,26,98.3,30.89,12.89,0.8,11.05,29.44,3.31,0,0
1990,3,27,98.29,26.52,15.02,7.51,13.57,47.44,3.8,0.11,0
1990,3,28,98.32,29.79,11.9,6.41,13.73,42.69,2.76,0.22,0
1990,3,29,98.41,31.81,13.01,7.49,15.08,43,2.18,1.43,0
1990,3,30,98.3,31.94,14.82,7.87,15.47,41.69,3.3,0.32,0
1990,3,31,98.51,30.17,14.76,5.62,13.72,39.25,4.48,0.08,0
1990,4,1,98.48,31.41,13.33,4.51,13.25,35.88,4.02,0,0
1990,4,2,98.31,29.53,14.82,3.19,12.38,33.25,4.45,0,0
1990,4,3,98.31,33.44,13.07,1.12,12.07,27,4.05,0,0
1990,4,4,98.24,35.11,16.66,-0.22,12.8,20.94,1.27,0,0
1990,4,5,98.15,36.05,16.65,0.54,13.23,21.88,3.51,0,0
1990,4,6,98.13,33.75,18.36,1.78,13.19,24.44,4.35,0,0
1990,4,7,98.19,36.37,16.24,6.21,16.27,31.19,2.56,0.3,0
1990,4,8,98.11,36.53,18.58,7.45,17.27,31.94,4.77,0.23,0
1990,4,9,97.87,35.81,17.93,5.38,15.92,31.56,6.2,0.22,0
1990,4,10,97.74,36.91,17.69,3.18,15,25.38,5.4,0,0
1990,4,11,97.8,39.75,19.74,6.16,17.91,25.06,2.7,0,0
1990,4,12,97.79,37.05,23.12,7.67,18.74,26.31,3.36,0,0
1990,4,13,97.84,37.55,21.19,6.06,17.33,26,4.02,0,0
1990,4,14,97.91,35.99,17.05,3.09,14.64,25.62,4.78,1.34,0
1990,4,15,97.8,37.92,18.52,4.69,16.33,25.5,4.21,0,0
1990,4,16,97.91,40.62,20.26,4.06,17.01,22.69,3.37,0,0
1990,4,17,97.85,40.77,21.16,3.94,17.26,20.31,4.05,0,0
1990,4,18,97.6,41.8,21.7,4.12,17.78,19.56,4.3,0,0
1990,4,19,97.46,40.96,22.32,3.87,17.69,18.94,4.12,0,0
1990,4,20,97.49,41.7,20.88,-0.31,15.44,15.31,4.32,0,0
1990,4,21,97.63,41.82,21.35,-1.73,14.91,12.88,3.19,0,0
1990,4,22,97.91,42.14,24.79,1.15,16.94,13.81,3.03,0,0
1990,4,23,98.01,42.38,21.75,-2.67,14.7,11.75,5.05,0,0
1990,4,24,97.83,42.39,21.68,2.08,17.1,16.62,5.88,2.43,0
1990,4,25,97.8,43.11,23.37,4.55,18.83,18.56,4.47,0,0
1990,4,26,97.7,43.32,26.37,5.08,19.38,17.88,3.66,0,0
1990,4,27,97.72,42.43,24.91,4.23,19.16,17,1.96,0,0
1990,4,28,97.65,43.28,24.76,-1.2,16.24,12.31,3.73,0,0
1990,4,29,97.71,41.58,22.4,-3.69,14.3,10.19,2.59,0,0
1990,4,30,97.76,42.69,25.59,-3.51,14.88,9.81,2.8,0,0
1990,5,1,97.82,37.89,22.7,0.26,15.57,14.75,3.35,0,0
1990,5,2,97.88,39.25,25.05,8.42,19.96,25.06,3.09,0.26,0
1990,5,3,97.73,40.96,23.94,9.45,21.16,26.5,2.06,0.55,0
1990,5,4,97.77,40.84,25.63,7.62,20.81,20.81,2.74,0.58,0
1990,5,5,97.94,40.99,27.09,9.82,21.74,24.5,4.13,0.28,0
1990,5,6,98.08,37.76,21.99,15.01,22.58,44.06,2.61,25.61,0
1990,5,7,98.09,37.92,23.47,14.39,22.76,38.81,2.57,0.26,0
1990,5,8,97.78,39.96,25.55,13.92,23.4,34.38,1.72,0,0
1990,5,9,97.54,40.98,25.83,13.84,23.73,32.81,2.45,0,0
1990,5,10,97.46,42.58,26.8,14.7,24.76,32.38,3.45,0,0
1990,5,11,97.54,42.37,28.02,14.32,24.78,30.69,2.95,0,0
1990,5,12,97.56,40.45,27.39,16.59,25.3,37.19,3.82,0,0
1990,5,13,97.35,39.84,27.62,17,25.56,37.69,2.34,0,0
1990,5,14,97.1,43.31,28.65,15.93,25.98,32.88,2.57,0.17,0
1990,5,15,97.16,43.92,28.35,14.49,25.42,29.62,2.52,0.01,1
1990,5,16,97.07,45.36,29.19,12.01,24.51,24.81,3.33,0.14,1
1990,5,17,97.05,45.23,28.84,11.45,24.35,22,4.33,0.05,1
1990,5,18,97.31,44.73,30.42,12.97,25.28,24.12,3.77,0.16,1
1990,5,19,97.25,44.46,30.06,10.94,24.05,21.81,4.47,0,1
1990,5,20,97.23,43.8,28.42,8.31,22.14,19.75,4.44,1.3,1
1990,5,21,97.23,45,26.95,9.6,22.26,22.44,5.61,1.86,1
1990,5,22,97.25,44.75,27.09,4.91,20.06,17.56,5.31,0,1
1990,5,23,97.36,44.59,28.23,3.21,19.59,15.12,5.23,0,1
1990,5,24,97.49,45.61,25.73,5.15,20.67,16.19,4.12,0,1
1990,5,25,97.46,45.76,27.85,8.82,23.05,18.81,4.4,0,1
1990,5,26,97.42,45.92,29.95,9.84,23.97,19.25,5.82,0,1
1990,5,27,97.25,45.32,29.44,9.58,23.48,19.31,6.51,0,1
1990,5,28,97.13,45.96,30.44,11.39,24.94,20.44,5.79,0.04,1
1990,5,29,97.19,45.4,31.74,12.92,25.77,22.5,4.47,0,1
1990,5,30,97.12,44.16,32.3,13.55,25.76,24.44,2.55,0,1
1990,5,31,97.17,42.46,30.05,12.73,24.58,25.62,2.64,2.03,0
1990,6,1,97.23,43.33,28.8,7.55,21.85,19.25,4.77,0.19,0
1990,6,2,97.14,43.51,28.92,12.23,24.38,24.94,6.86,0.09,0
1990,6,3,97.05,44.73,30.13,9.4,23.44,20,5.98,0,1
1990,6,4,97.12,44.48,28.76,3.69,20.1,14.81,4.7,0,1
1990,6,5,97,44.8,27.37,1.73,19.1,11.88,4.65,0,1
1990,6,6,97.1,44.44,28.68,8.9,22.85,19.56,5.41,0,1
1990,6,7,97.3,45.01,30.98,12.74,25.43,23.31,4.78,0.27,1
1990,6,8,97.39,44.9,31.35,15.43,26.18,29.06,4.97,6.97,1
1990,6,9,97.27,44.24,30.35,14.16,25.76,26.88,5.85,0.42,1
1990,6,10,97.19,43.56,30.8,14.03,25.71,25.94,5.88,0.06,1
1990,6,11,97.24,43.65,30.52,13.58,25.29,25.69,4.85,0.02,1
1990,6,12,97.31,41.02,29.71,15.73,25.43,32.69,4.25,2.9,0
1990,6,13,97.21,42.85,29.1,13.56,24.62,28.25,2.96,0.53,0
1990,6,14,97.25,42.82,30.08,11.96,24.19,24.25,2.92,0.06,0
1990,6,15,97.3,44.53,29.2,8.51,22.9,18.69,3.41,0,1
1990,6,16,97.11,45.26,29.87,9.37,23.71,18.56,2.35,0,1
1990,6,17,96.89,45.66,30.26,12.87,25.65,23.69,2.49,0,1
1990,6,18,96.82,47.11,31.12,10.68,25.22,19.25,2.45,0.02,1
1990,6,19,96.78,46.4,32.08,11.62,25.69,19.56,3.78,0.08,1
1990,6,20,96.99,44.58,32.59,12.92,25.73,23.12,1.58,6.1,1
1990,6,21,97.03,43.84,30.2,17.4,27.48,33.19,1.92,1.1,1
1990,6,22,96.87,44.03,31.81,15.73,26.79,28.56,4.14,0.24,1
1990,6,23,96.78,44.08,31.94,16.93,27.48,29.94,5.48,2.34,1
1990,6,24,96.85,42.05,30.72,20.12,28.23,39.44,6.13,8.51,0
1990,6,25,96.89,43.37,31.51,19.87,28.62,37.06,4.84,0,0
1990,6,26,96.91,44.79,32.19,18.2,28.33,31.69,5.78,0,0
1990,6,27,96.88,44.19,31.78,19.62,28.93,36.12,3.34,6.64,0
1990,6,28,97.06,39.37,28.62,22.83,28.35,55,2.84,16.03,0
1990,6,29,96.99,40.01,29.75,22.73,28.76,51.12,2.84,2.24,0
1990,6,30,96.88,41.08,30.26,22.35,28.95,48.12,3.09,1.21,0
1990,7,1,96.97,32.75,27.94,24.63,27.68,70.69,2.59,13.47,0
1990,7,2,96.9,30.19,27.42,25.76,27.25,84.06,3,26.98,0
1990,7,3,96.93,34.17,26.69,24.29,27.24,71.88,4.56,12.72,0
1990,7,4,96.84,34.74,27.34,23.97,27.45,67.38,5.86,9.26,0
1990,7,5,96.93,34.99,26.77,24.25,27.31,71.38,5.67,8.8,0
1990,7,6,97.24,37.68,26.26,23.28,27.41,64.12,6.04,2.24,0
1990,7,7,97.31,34.5,27.08,24.84,27.82,71.56,3.24,0.66,0
1990,7,8,97.2,35.98,27.53,24.48,28.07,67.19,4.16,0.39,0
1990,7,9,96.88,36.86,27.96,23.46,27.57,63.12,5.3,3.84,0
1990,7,10,97,36.67,27.44,23.29,27.51,62.44,3.78,2.88,0
1990,7,11,97.13,37.11,27.07,22.55,27.45,57.88,1.84,0.79,0
1990,7,12,97.09,38.95,28.57,22.49,27.89,55.31,3.17,2.6,0
1990,7,13,96.99,40.89,27.23,20.74,27.44,48.19,5.37,0.24,0
1990,7,14,97.04,40.46,28,20.45,27.3,47.06,4.74,0,0
1990,7,15,97.4,37.05,28.15,22,27.19,56.19,2.08,0,0
1990,7,16,97.34,38.07,28.05,22.8,27.89,56.56,3.47,1.01,0
1990,7,17,97.02,37.96,28.8,23.55,28.51,57.62,1.43,2.07,0
1990,7,18,96.8,41.26,28.87,22.12,28.61,49.81,2.78,0.93,0
1990,7,19,97.04,36.9,29.65,22.9,27.64,58.38,3.35,4.85,0
1990,7,20,97.07,37.81,28.26,22.74,27.82,57.12,3.39,7.07,0
1990,7,21,97.08,36.91,28.78,22.22,27.46,55.31,2.3,5.05,0
1990,7,22,97.17,39.83,28.64,21.62,27.85,50.44,2.09,1.89,0
1990,7,23,97.35,37.46,26.98,23.08,27.52,61.62,3.65,3.14,0
1990,7,24,97.36,37.21,27.3,23.47,27.67,63,3.77,4.89,0
1990,7,25,97.27,34.4,28.18,24.08,27.75,66.06,1.91,1.31,0
1990,7,26,96.94,39.02,28.19,23.01,28.3,55.94,3.25,0.48,0
1990,7,27,96.95,38.8,28.87,22.57,27.79,55.62,4.48,3.86,0
1990,7,28,97.08,35.89,28.28,23.31,27.38,62.88,3.53,31.41,0
1990,7,29,97.16,37.64,26.36,22.34,27.22,58.94,3.05,2.33,0
1990,7,30,97.18,38.52,27.95,21.94,27.56,53.69,3.16,0.32,0
1990,7,31,97.1,39.38,28.39,21.73,27.77,51.31,2.75,2.68,0
1990,8,1,97.2,39.48,28.4,21.91,27.7,53.25,3.33,0.1,0
1990,8,2,97.57,33.26,27.23,25.03,27.48,75.5,3.43,34.98,0
1990,8,3,97.69,33.29,26.03,23.68,26.6,72.81,3.77,2.72,0
1990,8,4,97.62,33.49,25.26,24.3,26.65,76.94,5.18,8.63,0
1990,8,5,97.52,32.81,25.76,24.5,26.62,78.81,5.51,2.05,0
1990,8,6,97.57,33.29,25.83,24.63,26.9,77.56,4.1,3.38,0
1990,8,7,97.69,34.98,25.53,23.93,27.07,70.81,2.2,0.3,0
1990,8,8,97.76,32.71,26.27,24.23,26.92,73.75,2.04,10.22,0
1990,8,9,97.76,33.87,26.26,24.69,27.19,75.88,3.23,1.57,0
1990,8,10,97.69,32.4,26.27,24.92,27.04,79,1.67,4.99,0
1990,8,11,97.45,33.98,26.33,24.92,27.4,76,2.69,4.34,0
1990,8,12,97.02,37.02,27.31,24.37,27.91,67.81,5.45,4.45,0
1990,8,13,97.16,35.2,25.07,23.98,26.83,73.06,3.88,6.72,0
1990,8,14,97.48,34.26,25.33,24.27,26.76,76.12,3,2.15,0
1990,8,15,97.54,34.87,25.25,23.73,26.81,71.44,2.34,0.6,0
1990,8,16,97.58,35.31,25.69,24.03,27.21,70.44,3.68,1.12,0
1990,8,17,97.52,33.61,26.78,24.99,27.31,77.31,3.8,10.18,0
1990,8,18,97.38,34.02,26.1,24.85,27.44,75.44,3.65,0.74,0
1990,8,19,97.38,33.17,25.97,24.92,27.35,76.31,2.77,0,0
1990,8,20,97.47,33.46,26.63,24.96,27.51,75.31,2.63,0,0
1990,8,21,97.5,34.53,26.26,24.51,27.48,71.88,1.69,0.06,0
1990,8,22,97.58,32.73,26.98,24.82,27.24,75.88,2.45,9.05,0
1990,8,23,97.61,30.37,26.18,25.54,26.86,85.88,3.34,51.86,0
1990,8,24,97.44,33.31,25.33,25.38,27.2,81.75,4.7,1.59,0
1990,8,25,97.36,33.37,26.35,25.26,27.25,80.19,3.27,0.12,0
1990,8,26,97.32,35.09,25.8,24.69,27.45,73.88,3,0.15,0
1990,8,27,97.45,36.17,25.95,23.56,27.17,67.44,3.34,0,0
1990,8,28,97.78,34.44,25.69,23.89,26.64,73.75,2.44,0.2,0
1990,8,29,97.85,31.46,24.87,24.94,26.58,83.19,2.49,57.82,0
1990,8,30,97.69,32.54,25.8,25.23,27.13,80.94,2.02,3.24,0
1990,8,31,97.64,32.44,25.4,25.07,27.05,79.88,1.74,0.15,0
1990,9,1,97.6,34.38,26.16,25.34,27.8,76,1.31,0.05,0
1990,9,2,97.54,34.22,25.76,24.55,27.41,72.81,1.98,0,0
1990,9,3,97.32,35.61,26.26,24.15,27.38,69.81,3.85,0.02,0
1990,9,4,97.41,33.97,25.46,24.08,26.64,74.94,3.74,17.02,0
1990,9,5,97.58,31.45,25.43,25.15,26.54,85.69,2.35,40.74,0
1990,9,6,97.69,30.47,24.55,24.82,26.01,87.25,3.52,10,0
1990,9,7,97.71,30.35,24.79,25.44,26.4,89.5,5.5,13.93,0
1990,9,8,97.63,30.41,25.57,25.99,26.77,91.38,4.57,70.28,0
1990,9,9,97.52,31.33,24.36,24.92,26.23,86.38,2.74,10.93,0
1990,9,10,97.53,32.36,23.97,24.42,26.12,82.69,4.25,2.24,0
1990,9,11,97.6,33.16,23.5,23,25.63,74.5,3.23,0.32,0
1990,9,12,97.58,33.33,22.71,22.44,25.21,73.12,3.34,0.03,0
1990,9,13,97.68,33.2,22.3,22.09,24.87,73.38,2.51,0,0
1990,9,14,97.92,32.48,23.55,23.35,25.69,76.88,1.77,0,0
1990,9,15,97.92,32.74,24.75,24.51,26.62,78.88,1.55,0.4,0
1990,9,16,97.71,32.34,24.28,23.99,26.01,80.06,1.88,0.9,0
1990,9,17,97.64,34.32,24.24,23.05,25.85,73.75,2.52,3.23,0
1990,9,18,97.62,33.47,22.9,21.43,24.93,67.44,2.59,5.01,0
1990,9,19,97.78,31.23,24.55,22.31,24.85,74.69,1.46,0.07,0
1990,9,20,97.94,30.3,23.11,23.71,25.18,84.56,2.2,11.05,0
1990,9,21,98.03,30.78,23.68,23.9,25.54,83.06,2.14,6.65,0
1990,9,22,98.05,31.17,23.4,23.93,25.66,82.31,1.84,11,0
1990,9,23,97.91,32.55,23.35,23.58,25.77,78.62,1.78,0.54,0
1990,9,24,97.85,32.8,23.46,23.19,25.53,77.25,2.16,0,0
1990,9,25,98.09,32.95,23.51,23.59,25.6,80.38,2.41,0,0
1990,9,26,98.17,31.73,22.28,22.37,24.66,77.5,1.78,5.26,0
1990,9,27,98.03,32.57,22.26,21.12,24.3,69.56,1.8,0,0
1990,9,28,97.9,33.32,23.31,21.54,24.81,69,1.77,0.02,0
1990,9,29,97.93,33.06,22.98,21.08,24.55,67.69,2.75,1.05,0
1990,9,30,98.14,32.14,24.59,20.36,24.19,63.81,1.29,1.04,0
1990,10,1,98.25,31.5,22.82,20.08,23.54,67.12,1.05,0.8,0
1990,10,2,98.21,32.19,21.92,18.27,22.49,61.44,1.77,0.03,0
1990,10,3,98.1,32.51,21.36,16.96,21.76,57.25,1.62,0,0
1990,10,4,98.03,32.84,21.76,17.78,22.14,60.38,2.03,0,0
1990,10,5,98.09,33.36,21.41,18.43,22.51,63.06,1.7,0,0
1990,10,6,98.11,32.38,20.38,19.23,22.62,68,1.91,0,0
1990,10,7,97.99,33.57,20.59,17.67,22.23,61.06,1.9,0,0
1990,10,8,97.98,33.72,21.76,15.4,21.22,50.88,1.34,0,0
1990,10,9,98.14,33.9,22.55,14.15,20.44,48.06,2.27,0,0
1990,10,10,98.36,34.56,19.01,14.53,20.18,53.12,2.12,0,0
1990,10,11,98.5,34.23,20.02,14.7,20.3,53.38,1.84,0,0
1990,10,12,98.46,34.06,18.94,14.61,20.01,55,2.26,0,0
1990,10,13,98.41,32.31,18.26,15.94,20.15,62.69,2.88,0,0
1990,10,14,98.56,32.58,18.67,14.53,19.68,55.94,2.11,0,0
1990,10,15,98.56,33.19,18,11.87,18.19,48.38,1.8,0,0
1990,10,16,98.34,33.77,18.55,10.91,17.62,46.38,1.98,0,0
1990,10,17,98.13,33.77,15.36,13.1,18.43,55.56,3.84,0,0
1990,10,18,98.45,32.31,17.12,14.82,19.39,60.25,2.52,0.01,0
1990,10,19,98.47,32.83,17.22,16.32,20.3,65.75,2.34,0.01,0
1990,10,20,98.46,32.23,17.49,12.26,18.28,50.62,2.37,0,0
1990,10,21,98.66,31.37,15.08,7.83,15.12,44.12,2.65,0,0
1990,10,22,98.81,30.23,13.37,3.69,12.85,33.38,2.24,0,0
1990,10,23,98.7,30.35,12.7,4.48,12.91,36.44,2.3,0,0
1990,10,24,98.71,30.64,14.91,4.83,13.87,32.56,1.33,0,0
1990,10,25,98.71,29.9,13.74,8.16,14.88,48.38,1.9,0,0
1990,10,26,98.74,29.84,14.57,5.6,13.6,37.88,1.59,0,0
1990,10,27,98.76,29.95,15.15,5.57,13.94,35.94,1.54,0,0
1990,10,28,98.75,31.8,16.87,3.71,13.73,28.94,1.35,0,0
1990,10,29,98.82,32.23,14.3,5.27,13.64,37.31,2.26,0,0
1990,10,30,98.75,32.15,15.15,6.67,14.27,41.25,2.07,0,0
1990,10,31,98.63,32.48,13.74,7.69,14.77,44.81,2.37,0,0
1990,11,1,98.65,32.15,14.23,9.04,15.55,47.12,2.39,0,0
1990,11,2,98.76,31.7,17.65,8.91,15.93,43.06,2.46,0,0
1990,11,3,98.63,31.5,14.43,8.95,15.29,48,3.13,0,0
1990,11,4,98.38,31.33,13.85,8.8,15.52,45.5,2.73,0,0
1990,11,5,98.33,31.33,15.17,7.98,15.37,41.88,2.55,0,0
1990,11,6,98.38,32.02,17.02,6.11,14.77,34.94,1.8,0,0
1990,11,7,98.33,31.44,15.4,4.77,13.36,35.31,2.76,0,0
1990,11,8,98.29,30.94,13.19,4.26,12.69,36.38,3.16,0,0
1990,11,9,98.63,31.16,14.69,5.01,13.47,35.5,2,0,0
1990,11,10,98.72,31.34,15.12,4.51,13.12,35.19,2.88,0,0
1990,11,11,98.72,29.9,12.08,3.75,12.13,36.38,2.82,0,0
1990,11,12,98.95,30.36,15.75,2.42,12.52,28.25,1.08,0,0
1990,11,13,99.13,30.85,15.91,2.66,12.44,29.31,1.78,0,0
1990,11,14,99.17,30.33,15.67,2.87,12.51,29.88,1.3,0,0
1990,11,15,98.88,30.55,12.36,3.05,11.91,33.75,2.86,0,0
1990,11,16,98.66,30.71,11.54,2.76,11.37,35.31,3.48,0,0
1990,11,17,98.65,29.97,13.58,1.14,11.05,29.31,1.77,0,0
1990,11,18,98.68,29.85,14.1,1.99,11.32,31.19,2.14,0,0
1990,11,19,98.82,28.46,11.93,3.89,11.77,37.56,3.05,0,0
1990,11,20,98.93,27.12,16.08,6.38,13.37,42,3.6,0,0
1990,11,21,99.24,24.83,15.73,13.95,16.74,71.56,2.71,20.77,0
1990,11,22,99.19,26.96,14.46,10.05,14.87,57.75,1.48,0,0
1990,11,23,99.15,26.62,13.65,6.62,12.72,47.25,1.73,0,0
1990,11,24,99.16,25.96,12.13,5.58,11.99,45.38,1.97,0,0
1990,11,25,99.15,26.32,10.73,4.56,11.5,42.44,1.94,0,0
1990,11,26,99.13,26.86,10.62,1.93,9.71,39.19,2.72,0,0
1990,11,27,99.12,27.06,9.51,0.25,8.61,34.88,2.76,0,0
1990,11,28,98.91,26.81,9.23,0,8.18,35.75,3.58,0,0
1990,11,29,98.6,26.75,9.08,-1.61,7.42,32.06,4.56,0,0
1990,11,30,98.65,26.22,10.66,-1.45,8.01,29.94,2.8,0,0
1990,12,1,98.64,25.97,12.58,-1.71,8.13,27.69,2.05,0,0
1990,12,2,98.88,27,13.23,-2.47,7.92,25.69,1.46,0,0
1990,12,3,99.28,26.37,10.47,-1.68,7.67,30.06,1.96,0,0
1990,12,4,99.55,24.74,10.86,-2.03,7.5,28.31,1.52,0,0
1990,12,5,99.54,24.89,10.66,-1.61,7.4,30.81,1.8,0,0
1990,12,6,99.32,23.59,7.12,-2.52,6.17,32.56,2.38,0,0
1990,12,7,99.21,24.95,7.98,-2.59,6.3,31.81,2.31,0,0
1990,12,8,99.12,23.05,11.34,-0.41,7.67,34.5,1.54,0,0
1990,12,9,98.94,23.56,7.78,2.12,8.91,42.62,2.73,0,0
1990,12,10,99.01,22.76,10.47,8.12,11.78,64.31,2.69,0,0
1990,12,11,99.27,25.64,10.53,6.94,12.01,57.25,1.83,0,0
1990,12,12,99.32,25.41,9.41,1.76,8.78,42.19,3.06,0,0
1990,12,13,99.07,25.26,8.33,0.44,7.9,38.81,3.99,0,0
1990,12,14,98.86,25.87,9.16,2.21,9.16,41.94,2.26,0,0
1990,12,15,98.86,26.36,12.07,3.64,10.75,40.62,4.09,0,0
1990,12,16,98.91,25.99,11.73,5.37,11.33,47.12,3.42,0,0
